100 240
71 86 9.587606979678988
71 94 3.6139982640209665
72 84 0.27878885084752586
72 82 9.419490176796613
72 92 8.9095034280057
73 87 7.819993134835401
73 97 0.3132110497920525
73 84 1.8418294668018096
74 87 7.629332360774208
74 90 0.797540098321452
74 88 0.10735316721461247
75 83 6.949564733771929
75 93 9.729325547791015
75 82 3.760678390577253
76 93 7.699975656242712
76 97 9.052649898691104
76 92 2.7019521552182666
77 91 5.358571542131915
77 83 0.7377952412529348
77 88 0.428982467018746
78 88 2.7827135024621175
78 90 3.1374522287498756
78 83 6.2861791104579785
79 86 5.267806564769812
79 94 6.059042439331678
79 98 2.6930456740304862
