300 900
291 254 7.194678092417983
130 222 6.734323778561083
294 178 9.363179797005804
57 146 9.020600735584658
299 24 9.743871352971532
56 19 7.935232150954446
107 176 7.520296934582995
44 213 6.977302898205345
201 113 2.883540362272513
46 178 9.46897874326377
